age,workclass,native_country,marital_status,education_num,occupation,race,hours_per_week,income_bracket,dataframe
41, Private, United-States, Married-civ-spouse,13, Farming-fishing, White,40, <=50K,training
47, Private, United-States, Married-civ-spouse,13, Exec-managerial, White,50, >50K,training
43, State-gov, United-States, Married-civ-spouse,13, Prof-specialty, White,37, >50K,training
29, Private, United-States, Married-civ-spouse,13, Exec-managerial, Black,55, >50K,evaluation
43, Private, United-States, Married-civ-spouse,13, Exec-managerial, White,45, >50K,training
37, Private, United-States, Married-civ-spouse,13, Exec-managerial, White,40, >50K,training
42, Private, United-States, Married-civ-spouse,13, Prof-specialty, White,40, <=50K,training
57, Private, ?, Married-civ-spouse,13, Exec-managerial, White,40, >50K,training
42, Private, Philippines, Married-civ-spouse,13, Adm-clerical, Asian-Pac-Islander,40, >50K,training
47, Private, United-States, Married-civ-spouse,13, Craft-repair, White,50, >50K,training
46, Private, United-States, Married-civ-spouse,13, Prof-specialty, White,45, >50K,evaluation
42, Self-emp-not-inc, United-States, Married-civ-spouse,13, Prof-specialty, White,40, >50K,training
46, Private, United-States, Married-civ-spouse,13, Exec-managerial, White,55, >50K,training
31, Private, United-States, Married-civ-spouse,13, Exec-managerial, White,50, >50K,evaluation
45, Private, United-States, Married-civ-spouse,13, Prof-specialty, White,42, >50K,training
38, Private, United-States, Married-civ-spouse,13, Exec-managerial, White,40, >50K,training
37, Private, United-States, Married-civ-spouse,13, Sales, White,60, >50K,training
34, Local-gov, Mexico, Married-civ-spouse,13, Prof-specialty, White,45, >50K,training
46, Federal-gov, United-States, Married-civ-spouse,13, Tech-support, White,40, >50K,training
33, Private, United-States, Married-civ-spouse,13, Prof-specialty, White,60, >50K,evaluation
37, Private, ?, Married-civ-spouse,13, Prof-specialty, Other,50, >50K,training
33, Local-gov, United-States, Married-civ-spouse,13, Prof-specialty, White,40, >50K,training
44, Private, United-States, Married-civ-spouse,13, Machine-op-inspct, White,40, >50K,training
50, Self-emp-not-inc, United-States, Married-civ-spouse,13, Sales, White,8, <=50K,training
43, Private, United-States, Married-civ-spouse,13, Other-service, White,40, <=50K,training
45, Local-gov, United-States, Married-civ-spouse,13, Craft-repair, White,35, >50K,training
66, ?, United-States, Married-civ-spouse,13, ?, White,6, <=50K,training
67, Self-emp-inc, United-States, Married-civ-spouse,13, Exec-managerial, White,16, <=50K,training
24, Private, United-States, Married-civ-spouse,13, Prof-specialty, White,30, <=50K,training
45, Self-emp-not-inc, United-States, Married-civ-spouse,13, Craft-repair, White,20, <=50K,evaluation
49, Self-emp-inc, United-States, Married-civ-spouse,13, Exec-managerial, White,50, <=50K,evaluation
30, Private, United-States, Married-civ-spouse,13, Prof-specialty, White,50, >50K,prediction
42, Private, United-States, Married-civ-spouse,13, Tech-support, White,45, >50K,training
38, Private, United-States, Married-civ-spouse,13, Exec-managerial, White,40, >50K,training
36, Private, United-States, Married-civ-spouse,13, Exec-managerial, White,50, <=50K,training
66, Private, United-States, Married-civ-spouse,13, Prof-specialty, White,40, >50K,training
45, Private, United-States, Married-civ-spouse,13, Exec-managerial, White,50, >50K,training
46, Private, ?, Married-civ-spouse,13, Transport-moving, White,50, <=50K,training
50, Private, ?, Married-civ-spouse,13, Exec-managerial, White,40, >50K,training
33, Federal-gov, United-States, Married-civ-spouse,13, Prof-specialty, White,40, <=50K,training
55, Private, United-States, Married-civ-spouse,13, Exec-managerial, White,45, >50K,prediction
50, ?, United-States, Married-civ-spouse,13, ?, Black,60, >50K,training
45, Private, United-States, Married-civ-spouse,13, Exec-managerial, White,40, >50K,training
47, Private, United-States, Married-civ-spouse,13, Prof-specialty, White,50, <=50K,training
41, Federal-gov, United-States, Married-civ-spouse,13, Exec-managerial, White,40, >50K,training
52, Local-gov, United-States, Married-civ-spouse,13, Tech-support, White,40, <=50K,training
30, Private, United-States, Married-civ-spouse,13, Sales, White,45, >50K,training
36, Private, United-States, Married-civ-spouse,13, Exec-managerial, White,55, >50K,training
41, Private, Germany, Married-civ-spouse,13, Prof-specialty, White,40, <=50K,training
40, Private, China, Married-civ-spouse,13, Exec-managerial, Asian-Pac-Islander,40, >50K,training
42, Private, United-States, Married-civ-spouse,13, Adm-clerical, Asian-Pac-Islander,40, >50K,training
38, Private, United-States, Married-civ-spouse,13, Prof-specialty, White,45, >50K,training
42, Federal-gov, United-States, Married-civ-spouse,13, Exec-managerial, White,50, >50K,evaluation
45, Private, United-States, Married-civ-spouse,13, Transport-moving, White,40, >50K,evaluation
45, Self-emp-not-inc, United-States, Married-civ-spouse,13, Transport-moving, White,40, >50K,training
32, Private, United-States, Married-civ-spouse,13, Exec-managerial, White,60, >50K,training
46, State-gov, United-States, Married-civ-spouse,13, Prof-specialty, White,38, >50K,training
55, Private, United-States, Married-civ-spouse,13, Exec-managerial, White,40, >50K,evaluation
38, Private, ?, Married-civ-spouse,13, Exec-managerial, White,40, >50K,training
37, Private, United-States, Married-civ-spouse,13, Exec-managerial, White,50, >50K,training
25, Local-gov, United-States, Married-civ-spouse,13, Prof-specialty, White,60, <=50K,training
29, Federal-gov, United-States, Married-AF-spouse,13, Prof-specialty, White,50, >50K,training
37, Private, United-States, Married-civ-spouse,13, Sales, White,60, >50K,training
30, Self-emp-inc, United-States, Married-civ-spouse,13, Sales, White,50, >50K,prediction
32, Private, United-States, Married-civ-spouse,13, Exec-managerial, White,45, >50K,training
48, Self-emp-inc, United-States, Married-civ-spouse,13, Exec-managerial, White,50, >50K,training
32, Private, United-States, Married-civ-spouse,13, Handlers-cleaners, White,50, >50K,training
35, Self-emp-inc, United-States, Married-civ-spouse,13, Exec-managerial, White,50, >50K,training
30, Private, Mexico, Married-civ-spouse,13, Sales, White,40, >50K,training
44, Private, United-States, Married-civ-spouse,13, Prof-specialty, White,40, >50K,training
32, Private, India, Married-civ-spouse,13, Prof-specialty, Asian-Pac-Islander,40, <=50K,training
33, Private, United-States, Married-civ-spouse,13, Adm-clerical, White,45, >50K,training
45, Self-emp-not-inc, United-States, Married-civ-spouse,13, Prof-specialty, White,30, <=50K,training
42, Private, United-States, Married-civ-spouse,13, Sales, White,40, >50K,training
36, Private, United-States, Married-civ-spouse,13, Sales, White,45, >50K,evaluation
39, Private, United-States, Married-civ-spouse,13, Sales, White,50, >50K,training
54, Self-emp-not-inc, United-States, Married-civ-spouse,13, Craft-repair, White,50, <=50K,training
41, Private, ?, Married-civ-spouse,13, Craft-repair, Asian-Pac-Islander,40, >50K,training
47, Private, United-States, Married-civ-spouse,13, Craft-repair, White,40, <=50K,training
62, Self-emp-not-inc, United-States, Married-civ-spouse,13, Exec-managerial, White,40, <=50K,evaluation
33, Private, United-States, Married-civ-spouse,13, Prof-specialty, White,40, <=50K,training
48, Local-gov, United-States, Married-civ-spouse,13, Prof-specialty, White,40, <=50K,training
43, Self-emp-inc, United-States, Married-civ-spouse,13, Sales, White,45, >50K,prediction
37, Private, United-States, Married-civ-spouse,13, Exec-managerial, White,47, >50K,training
45, Private, United-States, Married-civ-spouse,13, Exec-managerial, White,50, >50K,training
63, Local-gov, Cuba, Married-civ-spouse,13, Transport-moving, White,40, <=50K,training
35, Private, United-States, Married-civ-spouse,13, Exec-managerial, White,45, <=50K,training
44, Private, United-States, Married-civ-spouse,13, Exec-managerial, Asian-Pac-Islander,40, <=50K,evaluation
49, Private, United-States, Married-civ-spouse,13, Exec-managerial, White,40, <=50K,training
48, Private, United-States, Married-civ-spouse,13, Prof-specialty, White,35, <=50K,training
35, Self-emp-not-inc, United-States, Married-civ-spouse,13, Craft-repair, White,45, <=50K,evaluation
53, Private, United-States, Married-civ-spouse,13, Exec-managerial, White,60, >50K,training
45, Self-emp-not-inc, United-States, Married-civ-spouse,13, Farming-fishing, White,77, <=50K,evaluation
54, Self-emp-inc, ?, Married-civ-spouse,13, Exec-managerial, White,40, >50K,training
35, Private, United-States, Married-civ-spouse,13, Exec-managerial, White,40, >50K,training
38, State-gov, United-States, Married-civ-spouse,13, Protective-serv, White,60, <=50K,training
46, Private, United-States, Married-civ-spouse,13, Prof-specialty, White,45, >50K,training
40, Local-gov, United-States, Married-civ-spouse,13, Prof-specialty, White,40, >50K,training
40, Private, United-States, Married-civ-spouse,13, Prof-specialty, White,99, >50K,training
29, Private, United-States, Married-civ-spouse,13, Sales, White,40, <=50K,training
42, Private, United-States, Married-civ-spouse,13, Exec-managerial, White,40, >50K,prediction
36, Private, United-States, Married-civ-spouse,13, Sales, White,35, >50K,training
57, Federal-gov, United-States, Married-civ-spouse,13, Tech-support, White,48, >50K,training
55, Private, United-States, Married-civ-spouse,13, Exec-managerial, White,40, >50K,training
56, Private, United-States, Married-civ-spouse,13, Adm-clerical, White,40, >50K,training
46, Private, ?, Married-civ-spouse,13, Prof-specialty, White,40, >50K,training
31, State-gov, United-States, Married-civ-spouse,13, Prof-specialty, White,55, >50K,training
34, Private, United-States, Married-civ-spouse,13, Sales, White,50, <=50K,training
54, Self-emp-not-inc, United-States, Married-civ-spouse,13, Exec-managerial, White,40, >50K,training
50, Private, United-States, Married-civ-spouse,13, Exec-managerial, White,50, >50K,training
74, Self-emp-not-inc, United-States, Married-civ-spouse,13, Exec-managerial, White,12, >50K,training
51, State-gov, United-States, Married-civ-spouse,13, Exec-managerial, White,35, >50K,training
32, Private, United-States, Married-civ-spouse,13, Exec-managerial, White,48, >50K,training
55, Private, United-States, Married-civ-spouse,13, Exec-managerial, White,60, >50K,training
55, Private, United-States, Married-civ-spouse,13, Prof-specialty, White,40, >50K,training
34, Private, United-States, Married-civ-spouse,13, Sales, White,45, >50K,training
28, Private, ?, Married-civ-spouse,13, Adm-clerical, White,40, >50K,training
50, Private, United-States, Married-civ-spouse,13, Sales, White,40, >50K,training
45, Private, United-States, Married-civ-spouse,13, Exec-managerial, White,40, >50K,prediction
39, Self-emp-not-inc, South, Married-civ-spouse,13, Exec-managerial, Asian-Pac-Islander,50, <=50K,training
51, Private, United-States, Married-civ-spouse,13, Prof-specialty, White,55, >50K,evaluation
45, Self-emp-inc, United-States, Married-civ-spouse,13, Exec-managerial, White,60, <=50K,training
38, Private, United-States, Married-civ-spouse,13, Prof-specialty, White,70, >50K,training
38, Private, United-States, Married-civ-spouse,13, Sales, White,44, <=50K,evaluation
44, Private, United-States, Married-civ-spouse,13, Prof-specialty, White,45, >50K,training
40, Private, United-States, Married-civ-spouse,13, Tech-support, White,40, <=50K,training
28, Federal-gov, United-States, Married-civ-spouse,13, Exec-managerial, White,40, >50K,training
47, Private, United-States, Married-civ-spouse,13, Prof-specialty, White,50, >50K,evaluation
40, Private, United-States, Married-civ-spouse,13, Adm-clerical, White,50, >50K,training
29, Private, United-States, Married-civ-spouse,13, Prof-specialty, White,40, >50K,training
28, Private, United-States, Married-civ-spouse,13, Prof-specialty, White,55, <=50K,training
42, Private, United-States, Married-civ-spouse,13, Sales, Black,40, >50K,training
52, Federal-gov, United-States, Married-civ-spouse,13, Exec-managerial, White,45, >50K,training
35, Private, United-States, Married-civ-spouse,13, Exec-managerial, White,50, >50K,training
65, ?, United-States, Married-civ-spouse,13, ?, White,48, >50K,training
47, Private, United-States, Married-civ-spouse,13, Adm-clerical, White,40, >50K,training
38, Self-emp-not-inc, United-States, Married-civ-spouse,13, Farming-fishing, White,60, <=50K,training
45, Private, United-States, Married-civ-spouse,13, Sales, White,50, <=50K,training
57, Private, United-States, Married-civ-spouse,13, Exec-managerial, White,60, >50K,training
24, Private, United-States, Married-civ-spouse,13, Sales, White,45, <=50K,training
48, Private, United-States, Married-civ-spouse,13, Exec-managerial, White,55, >50K,training
41, Self-emp-inc, United-States, Married-civ-spouse,13, Exec-managerial, White,70, >50K,training
27, Local-gov, United-States, Married-civ-spouse,13, Protective-serv, White,68, <=50K,evaluation
31, Private, United-States, Married-civ-spouse,13, Sales, White,65, <=50K,training
28, State-gov, United-States, Married-civ-spouse,13, Prof-specialty, White,20, <=50K,training
50, Private, United-States, Married-civ-spouse,13, Sales, White,40, <=50K,training
38, Federal-gov, ?, Married-civ-spouse,13, Prof-specialty, White,40, >50K,training
42, Private, United-States, Married-civ-spouse,13, Exec-managerial, White,40, >50K,training
46, Private, United-States, Married-civ-spouse,13, Sales, White,48, <=50K,prediction
54, Private, United-States, Married-civ-spouse,13, Exec-managerial, White,40, >50K,training
33, Private, United-States, Married-civ-spouse,13, Exec-managerial, White,40, >50K,evaluation
44, State-gov, United-States, Married-civ-spouse,13, Prof-specialty, Amer-Indian-Eskimo,38, >50K,prediction
56, Self-emp-not-inc, United-States, Married-civ-spouse,13, Exec-managerial, White,20, >50K,training
45, Private, United-States, Married-civ-spouse,13, Prof-specialty, White,50, >50K,training
42, Local-gov, United-States, Married-civ-spouse,13, Adm-clerical, White,45, >50K,training
63, Private, United-States, Married-civ-spouse,13, Prof-specialty, White,45, >50K,prediction
69, Private, United-States, Married-civ-spouse,13, Exec-managerial, Black,50, >50K,evaluation
45, Private, United-States, Married-civ-spouse,13, Craft-repair, White,40, >50K,prediction
26, Private, United-States, Married-civ-spouse,13, Prof-specialty, White,58, >50K,evaluation
41, Private, United-States, Married-civ-spouse,13, Protective-serv, White,60, >50K,training
47, State-gov, United-States, Married-civ-spouse,13, Exec-managerial, White,40, >50K,training
29, Private, United-States, Married-civ-spouse,13, Sales, White,45, >50K,prediction
60, Private, United-States, Married-civ-spouse,13, Exec-managerial, White,45, >50K,training
43, Private, United-States, Married-civ-spouse,13, Exec-managerial, White,50, >50K,training
34, Private, United-States, Married-civ-spouse,13, Exec-managerial, White,50, >50K,training
50, Self-emp-not-inc, United-States, Married-civ-spouse,13, Farming-fishing, White,80, <=50K,training
45, Private, China, Married-civ-spouse,13, Prof-specialty, Asian-Pac-Islander,40, <=50K,evaluation
47, Private, United-States, Married-civ-spouse,13, Sales, White,40, >50K,training
32, Private, United-States, Married-civ-spouse,13, Sales, White,40, >50K,training
55, Private, United-States, Married-civ-spouse,13, Prof-specialty, White,40, >50K,training
39, Private, United-States, Married-civ-spouse,13, Adm-clerical, White,40, <=50K,training
27, Private, United-States, Married-civ-spouse,13, Sales, White,55, >50K,training
53, Private, United-States, Married-civ-spouse,13, Other-service, White,35, <=50K,prediction
41, Private, United-States, Married-civ-spouse,13, Prof-specialty, White,70, <=50K,prediction
52, Self-emp-inc, Cuba, Married-civ-spouse,13, Exec-managerial, White,60, >50K,training
37, Private, United-States, Married-civ-spouse,13, Exec-managerial, White,50, >50K,training
52, Private, United-States, Married-civ-spouse,13, Exec-managerial, White,45, >50K,training
38, Private, United-States, Married-civ-spouse,13, Adm-clerical, White,50, >50K,evaluation
51, Self-emp-inc, United-States, Married-civ-spouse,13, Protective-serv, Black,40, >50K,training
48, Private, Italy, Married-civ-spouse,13, Prof-specialty, White,45, >50K,training
44, Private, United-States, Married-civ-spouse,13, Sales, White,50, >50K,training
45, Private, China, Married-civ-spouse,13, Exec-managerial, Asian-Pac-Islander,60, >50K,training
39, Private, Philippines, Married-civ-spouse,13, Prof-specialty, Asian-Pac-Islander,48, >50K,training
47, Private, United-States, Married-civ-spouse,13, Exec-managerial, White,44, >50K,prediction
37, Self-emp-inc, United-States, Married-civ-spouse,13, Craft-repair, White,60, <=50K,prediction
51, Self-emp-not-inc, United-States, Married-civ-spouse,13, Prof-specialty, White,45, >50K,training
38, State-gov, India, Married-civ-spouse,13, Prof-specialty, Asian-Pac-Islander,60, >50K,prediction
39, Private, ?, Married-civ-spouse,13, Prof-specialty, Black,60, <=50K,training
32, Private, United-States, Married-civ-spouse,13, Craft-repair, White,40, >50K,training
39, Private, United-States, Married-civ-spouse,13, Prof-specialty, White,45, >50K,training
47, Private, United-States, Married-civ-spouse,13, Machine-op-inspct, White,44, >50K,prediction
70, Private, United-States, Married-civ-spouse,13, Handlers-cleaners, White,40, >50K,training
31, Private, United-States, Married-civ-spouse,13, Exec-managerial, White,55, >50K,training
37, Private, United-States, Married-civ-spouse,13, Prof-specialty, White,39, >50K,training
70, Self-emp-inc, United-States, Married-civ-spouse,13, Exec-managerial, White,50, >50K,evaluation
28, Private, United-States, Married-civ-spouse,13, Sales, White,42, >50K,training
40, Local-gov, United-States, Married-civ-spouse,13, Prof-specialty, White,20, <=50K,prediction
39, Private, Philippines, Married-civ-spouse,13, Adm-clerical, Asian-Pac-Islander,40, >50K,training
38, Private, United-States, Married-civ-spouse,13, Prof-specialty, White,40, >50K,evaluation
42, Private, United-States, Married-civ-spouse,13, Tech-support, White,50, >50K,training
29, Private, Yugoslavia, Married-civ-spouse,13, Exec-managerial, White,52, >50K,training
73, Self-emp-not-inc, United-States, Married-civ-spouse,13, Farming-fishing, White,30, <=50K,training
32, Self-emp-not-inc, United-States, Married-civ-spouse,13, Sales, White,47, <=50K,training
33, Private, United-States, Married-civ-spouse,13, Exec-managerial, White,40, <=50K,training
28, Private, United-States, Married-civ-spouse,13, Prof-specialty, White,50, <=50K,training
52, Private, United-States, Married-civ-spouse,13, Exec-managerial, White,50, <=50K,training
36, State-gov, United-States, Married-civ-spouse,13, Protective-serv, White,55, >50K,evaluation
30, Local-gov, United-States, Married-civ-spouse,13, Prof-specialty, White,40, <=50K,training
34, Local-gov, United-States, Married-civ-spouse,13, Prof-specialty, White,60, <=50K,training
53, Federal-gov, United-States, Married-civ-spouse,13, Prof-specialty, White,40, >50K,training
45, Private, United-States, Married-civ-spouse,13, Prof-specialty, White,50, <=50K,training
32, Self-emp-not-inc, United-States, Married-civ-spouse,13, Prof-specialty, White,40, >50K,training
48, Self-emp-inc, United-States, Married-civ-spouse,13, Farming-fishing, White,70, >50K,evaluation
41, Private, Philippines, Married-civ-spouse,13, Adm-clerical, Asian-Pac-Islander,35, >50K,training
51, Private, United-States, Married-civ-spouse,13, Exec-managerial, White,60, >50K,training
34, Self-emp-inc, United-States, Married-civ-spouse,13, Exec-managerial, White,55, >50K,prediction
34, Private, United-States, Married-civ-spouse,13, Exec-managerial, White,40, >50K,training
44, Private, United-States, Married-civ-spouse,13, Exec-managerial, White,45, >50K,training
44, Private, United-States, Married-civ-spouse,13, Craft-repair, White,50, >50K,training
44, Self-emp-inc, United-States, Married-civ-spouse,13, Craft-repair, White,50, >50K,training
61, Private, United-States, Married-civ-spouse,13, Prof-specialty, White,40, >50K,prediction
52, Local-gov, United-States, Married-civ-spouse,13, Protective-serv, White,40, >50K,prediction
51, Self-emp-not-inc, United-States, Married-civ-spouse,13, Tech-support, White,45, >50K,training
44, Private, United-States, Married-civ-spouse,13, Exec-managerial, White,45, <=50K,training
67, Local-gov, United-States, Married-civ-spouse,13, Prof-specialty, White,10, <=50K,training
40, Self-emp-not-inc, United-States, Married-civ-spouse,13, Exec-managerial, White,45, <=50K,training
39, Private, United-States, Married-civ-spouse,13, Exec-managerial, White,60, >50K,training
49, Private, United-States, Married-civ-spouse,13, Craft-repair, White,60, <=50K,training
47, Private, United-States, Married-civ-spouse,13, Exec-managerial, White,60, >50K,training
40, Private, United-States, Married-civ-spouse,13, Prof-specialty, White,50, <=50K,training
49, Self-emp-not-inc, United-States, Married-civ-spouse,13, Prof-specialty, White,60, >50K,training
47, Federal-gov, United-States, Married-civ-spouse,13, Prof-specialty, White,50, <=50K,evaluation
35, Private, United-States, Married-civ-spouse,13, Exec-managerial, White,40, >50K,training
47, Private, United-States, Married-civ-spouse,13, Farming-fishing, White,65, <=50K,prediction
50, Private, United-States, Married-civ-spouse,13, Sales, White,35, <=50K,training
30, Local-gov, United-States, Married-civ-spouse,13, Prof-specialty, White,40, <=50K,training
51, Self-emp-inc, United-States, Married-civ-spouse,13, Exec-managerial, White,25, <=50K,training
44, Local-gov, United-States, Married-civ-spouse,13, Prof-specialty, White,40, >50K,training
45, Self-emp-not-inc, United-States, Married-civ-spouse,13, Sales, White,60, <=50K,evaluation
52, Private, United-States, Married-civ-spouse,13, Prof-specialty, White,40, >50K,training
42, Self-emp-inc, United-States, Married-civ-spouse,13, Craft-repair, Black,60, <=50K,training
32, Private, United-States, Married-civ-spouse,13, Exec-managerial, White,60, >50K,prediction
44, Private, United-States, Married-civ-spouse,13, Adm-clerical, White,45, <=50K,training
40, Private, United-States, Married-civ-spouse,13, Handlers-cleaners, White,80, >50K,training
66, Private, ?, Married-civ-spouse,13, Exec-managerial, White,55, >50K,evaluation
39, Private, United-States, Married-civ-spouse,13, Exec-managerial, White,40, >50K,prediction
32, Self-emp-inc, Canada, Married-civ-spouse,13, Craft-repair, White,50, <=50K,training
31, Private, United-States, Married-civ-spouse,13, Prof-specialty, White,40, <=50K,training
42, Local-gov, United-States, Married-civ-spouse,13, Protective-serv, White,42, <=50K,training
38, Private, United-States, Married-civ-spouse,13, Sales, White,40, >50K,training
59, Private, United-States, Married-civ-spouse,13, Adm-clerical, White,40, <=50K,training
36, State-gov, United-States, Married-civ-spouse,13, Sales, White,40, <=50K,training
43, Local-gov, United-States, Married-civ-spouse,13, Protective-serv, White,55, >50K,training
52, Self-emp-not-inc, United-States, Married-civ-spouse,13, Exec-managerial, White,50, >50K,training
31, Private, United-States, Married-civ-spouse,13, Sales, White,40, <=50K,training
35, Private, United-States, Married-civ-spouse,13, Other-service, Amer-Indian-Eskimo,20, >50K,prediction
43, Private, United-States, Married-civ-spouse,13, Exec-managerial, White,50, >50K,training
37, Local-gov, United-States, Married-civ-spouse,13, Other-service, White,40, >50K,training
50, Private, United-States, Married-civ-spouse,13, Prof-specialty, White,50, <=50K,training
50, Private, United-States, Married-civ-spouse,13, Tech-support, White,40, <=50K,training
49, Private, Columbia, Married-civ-spouse,13, Prof-specialty, White,40, <=50K,training
42, Self-emp-inc, ?, Married-civ-spouse,13, Exec-managerial, White,60, >50K,training
34, Private, United-States, Married-civ-spouse,13, Craft-repair, White,40, >50K,training
28, Private, United-States, Married-civ-spouse,13, Exec-managerial, White,40, <=50K,training
44, Private, United-States, Married-civ-spouse,13, Transport-moving, White,55, <=50K,training
49, Self-emp-not-inc, Scotland, Married-civ-spouse,13, Exec-managerial, White,60, >50K,prediction
42, Private, United-States, Married-civ-spouse,13, Sales, White,40, >50K,training
36, Private, United-States, Married-civ-spouse,13, Exec-managerial, White,55, >50K,training
35, Private, United-States, Married-civ-spouse,13, Exec-managerial, White,45, <=50K,evaluation
41, Self-emp-not-inc, United-States, Married-civ-spouse,13, Prof-specialty, White,50, <=50K,evaluation
36, Self-emp-not-inc, United-States, Married-civ-spouse,13, Sales, White,50, >50K,training
36, Private, United-States, Married-civ-spouse,13, Prof-specialty, White,45, >50K,training
85, Private, Poland, Married-civ-spouse,13, Exec-managerial, White,3, <=50K,training
45, Self-emp-inc, United-States, Married-civ-spouse,13, Exec-managerial, White,45, >50K,training
35, Local-gov, United-States, Married-civ-spouse,13, Prof-specialty, White,50, <=50K,prediction
50, Private, United-States, Married-civ-spouse,13, Prof-specialty, White,40, <=50K,training
54, Private, Japan, Married-civ-spouse,13, Exec-managerial, Asian-Pac-Islander,50, >50K,training
40, Private, United-States, Married-civ-spouse,16, Prof-specialty, White,60, >50K,training
42, Private, United-States, Married-civ-spouse,16, Prof-specialty, White,45, >50K,training
48, Self-emp-not-inc, United-States, Married-civ-spouse,16, Prof-specialty, White,60, >50K,training
58, State-gov, United-States, Married-civ-spouse,16, Prof-specialty, White,1, >50K,training
46, Private, United-States, Married-civ-spouse,16, Exec-managerial, White,60, >50K,training
52, Self-emp-not-inc, United-States, Married-civ-spouse,16, Prof-specialty, White,60, >50K,training
35, Private, Taiwan, Married-civ-spouse,16, Prof-specialty, Asian-Pac-Islander,40, >50K,training
53, Self-emp-inc, United-States, Married-civ-spouse,16, Exec-managerial, White,70, >50K,training
50, Private, United-States, Married-civ-spouse,16, Prof-specialty, White,65, >50K,training
54, Private, United-States, Married-civ-spouse,16, Prof-specialty, White,45, >50K,training
35, Private, United-States, Married-civ-spouse,16, Prof-specialty, White,40, >50K,evaluation
62, Private, ?, Married-civ-spouse,16, Prof-specialty, White,40, >50K,evaluation
44, Private, United-States, Married-civ-spouse,16, Prof-specialty, White,40, >50K,training
44, Private, United-States, Married-civ-spouse,16, Adm-clerical, White,55, >50K,training
40, Private, United-States, Married-civ-spouse,16, Prof-specialty, White,40, >50K,training
58, State-gov, India, Married-civ-spouse,16, Prof-specialty, Asian-Pac-Islander,40, <=50K,training
49, State-gov, ?, Married-civ-spouse,16, Prof-specialty, Black,60, >50K,training
51, State-gov, United-States, Married-civ-spouse,16, Prof-specialty, White,40, >50K,training
61, State-gov, ?, Married-civ-spouse,16, Prof-specialty, White,40, >50K,training
45, Private, United-States, Married-civ-spouse,16, Prof-specialty, White,56, >50K,prediction
64, Self-emp-not-inc, United-States, Married-civ-spouse,16, Exec-managerial, White,25, >50K,training
51, Private, Iran, Married-civ-spouse,16, Prof-specialty, White,60, >50K,training
32, Self-emp-not-inc, United-States, Married-civ-spouse,16, Exec-managerial, White,40, <=50K,evaluation
49, State-gov, United-States, Married-civ-spouse,16, Exec-managerial, White,50, >50K,training
68, State-gov, United-States, Married-civ-spouse,16, Prof-specialty, White,60, >50K,training
53, State-gov, United-States, Married-civ-spouse,16, Prof-specialty, White,50, >50K,evaluation
37, Self-emp-inc, United-States, Married-civ-spouse,16, Prof-specialty, Black,99, >50K,training
72, Self-emp-not-inc, United-States, Married-civ-spouse,16, Prof-specialty, White,25, >50K,evaluation
72, ?, United-States, Married-civ-spouse,16, ?, White,6, >50K,training
33, Private, United-States, Married-civ-spouse,16, Prof-specialty, White,55, >50K,training
75, Self-emp-not-inc, United-States, Married-civ-spouse,16, Prof-specialty, White,3, <=50K,training
36, Private, Canada, Married-civ-spouse,16, Prof-specialty, White,50, <=50K,evaluation
53, Federal-gov, Germany, Married-civ-spouse,16, Prof-specialty, White,60, >50K,training
52, State-gov, Iran, Married-civ-spouse,16, Prof-specialty, White,40, >50K,training
68, Private, United-States, Married-civ-spouse,16, Prof-specialty, White,55, >50K,training
55, Private, United-States, Married-civ-spouse,16, Exec-managerial, White,60, >50K,training
30, Private, China, Married-civ-spouse,16, Prof-specialty, Asian-Pac-Islander,40, >50K,training
48, Private, United-States, Married-civ-spouse,16, Prof-specialty, White,40, >50K,training
40, State-gov, Taiwan, Married-civ-spouse,16, Prof-specialty, Asian-Pac-Islander,40, >50K,prediction
45, Private, United-States, Married-civ-spouse,16, Prof-specialty, White,50, >50K,evaluation
53, State-gov, United-States, Married-civ-spouse,16, Adm-clerical, White,50, >50K,training
55, Private, United-States, Married-civ-spouse,16, Exec-managerial, White,80, >50K,training
37, Federal-gov, ?, Married-civ-spouse,16, Prof-specialty, White,72, >50K,training
54, Private, United-States, Married-civ-spouse,16, Prof-specialty, White,50, >50K,evaluation
64, Self-emp-inc, Canada, Married-civ-spouse,16, Prof-specialty, White,60, >50K,training
29, ?, United-States, Married-civ-spouse,16, ?, White,50, >50K,training
79, Private, El-Salvador, Married-civ-spouse,16, Prof-specialty, White,35, >50K,training
59, Private, United-States, Married-civ-spouse,16, Exec-managerial, White,40, >50K,training
75, State-gov, United-States, Married-civ-spouse,16, Prof-specialty, Black,20, >50K,evaluation
55, Private, United-States, Married-civ-spouse,16, Prof-specialty, White,30, >50K,evaluation
46, Self-emp-inc, United-States, Married-civ-spouse,16, Prof-specialty, White,60, >50K,training
29, Private, India, Married-civ-spouse,16, Prof-specialty, Asian-Pac-Islander,60, <=50K,training
29, Private, United-States, Married-civ-spouse,16, Prof-specialty, White,50, >50K,training
47, Self-emp-not-inc, United-States, Married-civ-spouse,16, Prof-specialty, White,35, >50K,training
42, Self-emp-inc, United-States, Married-civ-spouse,16, Prof-specialty, White,60, >50K,training
31, State-gov, United-States, Married-civ-spouse,16, Exec-managerial, White,55, >50K,training
38, State-gov, Taiwan, Married-civ-spouse,16, Prof-specialty, Asian-Pac-Islander,40, <=50K,prediction
53, State-gov, ?, Married-civ-spouse,16, Prof-specialty, White,40, >50K,training
